Date,Amount Salary,Amount BankSC,13 Drews Ct.,Work Related/Other,Description,Description II,Receipt Group,,,,,,,,,,,,,,
3/29/2014,-10,,,,Restaurant Meal,Sakura,,,,,,,,,,,,,,,
3/28/2014,-27.63,,,,AT&T Phone Bill,,,,,,,,,,,,,,,,
3/28/2014,-1.81,,,,Coffee,Miledgeville Coffee,,,,,,,,,,,,,,,
4/7/2014,,-651,,,Taxes,SC Taxes,,,,,,,,,,,,,,,
4/7/2014,,-400,,,Taxes,Tax Preparation Fee,,,,,,,,,,,,,,,
3/31/2014,-2.09,,,,Coffee,Drip,,,,,,,,,,,,,,,
4/5/2014,-41.01,,,,Gas,Ravenel,,,,,,,,,,,,,,,
4/4/2014,-6.18,,,,Restaurant Meal,Wendy's,,,,,,,,,,,,,,,
4/6/2014,-27.8,,,,Groceries,Publix,,,,,,,,,,,,,,,
4/4/2014,-469,,,,Medical Expense,2 cavity fillings,,,,,,,,,,,,,,,
3/31/2014,1009.46,,,,Salary,,,,,,,,,,,,,,,,
3/31/2014,-36.43,,,,Groceries,Publix,,,,,,,,,,,,,,,
3/31/2014,-26,,,,Bar,Jake's,,,,,,,,,,,,,,,
3/28/2014,,,,-10.4,Restaurant Meal,Old Mexico,,,,,,,,,,,,,,,
3/28/2014,,,,-9.81,Restaurant Meal,Zaxby's,,,,,,,,,,,,,,,
3/28/2014,,,,-12.85,Restaurant Meal,Hilton Garden,,,,,,,,,,,,,,,
4/6/2014,-31.46,,,,Internet Bill,,,,,,,,,,,,,,,,
4/3/2014,-875,,,,Rent,,,,,,,,,,,,,,,,
4/3/2014,-70.6,,,,Electricity,,,,,,,,,,,,,,,,
4/12/2014,-11,,,,Restaurant Meal,Marina,,,,,,,,,,,,,,,
4/12/2014,-15,,,,Bar,Warehouse,,,,,,,,,,,,,,,
4/12/2014,-1.81,,,,Coffee,Drip,,,,,,,,,,,,,,,
4/12/2014,-23.44,,,,Restaurant Meal,Santis,,,,,,,,,,,,,,,
4/14/2014,-27.63,,,,AT&T Phone Bill,,,,,,,,,,,,,,,,
4/14/2014,-13,,,,Hair Cut,Great Clips,,,,,,,,,,,,,,,
4/14/2014,-1.93,,,,Coffee,First Citizens,,,,,,,,,,,,,,,
4/13/2014,-3.5,,,,Bar,Blind Tiger,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
4/8/2014,-15.97,,,,Groceries,Publix,,,,,,,,,,,,,,,
4/10/2014,-5.31,,,,Education,Screens for welding,,,,,,,,,,,,,,,
4/10/2014,-27.2,,,,Groceries,Publix,,,,,,,,,,,,,,,
4/10/2014,-1.38,,,,Coffee,First Citizens,,,,,,,,,,,,,,,
4/11/2014,-1.65,,,,Coffee,First Citizens,,,,,,,,,,,,,,,
4/10/2014,-42.36,,,,Gas,Shell Oil-West Columbia,,,,,,,,,,,,,,,
4/10/2014,-1.38,,,,Coffee,Drip,,,,,,,,,,,,,,,
4/12/2014,-9.04,,,,Restaurant Meal,,,,,,,,,,,,,,,,
4/15/2014,-14.95,,,,Credit Report,,,,,,,,,,,,,,,,
4/15/2014,-33.88,,,,Groceries,Publix,,,,,,,,,,,,,,,
4/15/2013,-46.42,,,,Gas,"Kangaroo, Charleston",,,,,,,,,,,,,,,
4/15/2013,-27.63,,,,AT&T Phone Bill,,,,,,,,,,,,,,,,
4/16/2014,-1.93,,,,Coffee,First Citizens,,,,,,,,,,,,,,,
4/17/2014,-16.81,,,,Groceries,Publix,,,,,,,,,,,,,,,
4/17/2014,-25.4,,,,Restaurant Meal,Mercury,,,,,,,,,,,,,,,
4/17/2014,-27.93,,,,Education,Welding mask for dust,,,,,,,,,,,,,,,
4/18/2014,-1.65,,,,Coffee,First Citizens,,,,,,,,,,,,,,,
4/18/2014,-68.04,,,,Medical Expenses,Bull Shit Extra Charge from Gastroenterologist,,,,,,,,,,,,,,,
4/19/2014,-6.62,,,,Restaurant Meal,Bi-Lo-Charleston,,,,,,,,,,,,,,,
4/21/2014,-7.9,,,,Restaurant Meal,Kings Market,,,,,,,,,,,,,,,
4/21/2014,-6,,,,Bar,Moes,,,,,,,,,,,,,,,
4/21/2014,-39.37,,,,Gas,Shell -Downtown,,,,,,,,,,,,,,,
4/22/2014,-15.96,,,,Groceries,Publix,,,,,,,,,,,,,,,
4/22/2014,-25.38,,,,Restaurant Meal,Bay Street Bier Garten,,,,,,,,,,,,,,,
4/22/2014,-25.5,,,,Bar,The Alley,,,,,,,,,,,,,,,
4/22/2014,-4.34,,,,Bar,The Alley,,,,,,,,,,,,,,,
4/23/2014,-1.93,,,,Coffee,First Citizens,,,,,,,,,,,,,,,
4/7/2014,,,,-110.88,Hotel,Florence-Hilton,,,,,,,,,,,,,,,
4/10/2014,-20,,,,Parking,,,,,,,,,,,,,,,,
4/11/2014,-14.95,,,,Credit Report,,,,,,,,,,,,,,,,
4/14/2014,-9.04,,,,Restaurant Meal,Roti Rolls,,,,,,,,,,,,,,,
4/16/2014,1009.45,,,,Salary,,,,,,,,,,,,,,,,
4/21/2014,-14,,,,Bar,Omally's,,,,,,,,,,,,,,,
4/21/2014,-13.6,,,,Bar,Trio,,,,,,,,,,,,,,,
4/21/2014,-39.94,,,,Gas-Kangaroo Round O,,,,,,,,,,,,,,,,
4/23/2014,1031,,,,IRS,Tax Refund,,,,,,,,,,,,,,,
4/28/2014,-14.77,,,,Restaurant Meal,Mojitos,,,,,,,,,,,,,,,
4/28/2014,-20,,,,Cash,,,,,,,,,,,,,,,,
5/2/2014,1009.44,,,,Salary,,,,,,,,,,,,,,,,
5/2/2014,,,,-151.47,Hyatt Greenville,,,,,,,,,,,,,,,,
5/3/2014,-38.8,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
5/3/2014,-21.68,,,,Beer,Harris Teeter,,,,,,,,,,,,,,,
5/4/2014,-30,,,,Gas,Lill Cricket Orangeburg,,,,,,,,,,,,,,,
5/4/2014,-31.46,,,,Internet Bill,,,,,,,,,,,,,,,,
5/5/2014,-10.84,,,,Restaurant Meal,Sakura,,,,,,,,,,,,,,,
5/5/2014,-30,,,,Education,Application fee citadel,,,,,,,,,,,,,,,
4/25/2014,-6.09,,,,Restaurant Meal,Bojangles,,,,,,,,,,,,,,,
4/25/2014,-1.93,,,,Coffee,,,,,,,,,,,,,,,,
4/28/2014,-39,,,,Bar,Pearlz,,,,,,,,,,,,,,,
4/28/2014,-2.36,,,,Coffee,Starbucks,,,,,,,,,,,,,,,
4/28/2014,-4,,,,Bar,Social,,,,,,,,,,,,,,,
4/28/2014,-2.09,,,,Coffee,Drip,,,,,,,,,,,,,,,
4/28/2014,-46.22,,,,Gas,Pantry Express,,,,,,,,,,,,,,,
4/28/2014,-21.69,,,,Restaurant Meal,Camon,,,,,,,,,,,,,,,
4/28/2014,-22.23,,,,AT&T Phone Bill,,,,,,,,,,,,,,,,
4/28/2014,-27.06,,,,Groceries,Publix,,,,,,,,,,,,,,,
4/28/2014,-16.3,,,,Bar,River Rat,,,,,,,,,,,,,,,
4/28/2014,-16.13,,,,Restaurant Meal,Southern Bell,,,,,,,,,,,,,,,
4/29/2014,-4.02,,,,Restaurant Meal,McDonalds,,,,,,,,,,,,,,,
5/1/2014,,,,6.37,Chick-Fil-A,,,,,,,,,,,,,,,,
5/1/2014,-1.94,,,,Coffee,Port City,,,,,,,,,,,,,,,
5/3/2014,-16.37,,,,Restaurant Meal,Lee Lee's Hot Kitchen,,,,,,,,,,,,,,,
5/3/2014,-1.65,,,,Coffee,,,,,,,,,,,,,,,,
5/5/2014,-875,,,,Rent,,,,,,,,,,,,,,,,
5/5/2014,-14.25,,,,Education,Transcript for citadel,,,,,,,,,,,,,,,
5/6/2014,-760.45,,,,Car Repair,Fuse for Air Intake,,,,,,,,,,,,,,,
5/6/2014,-30,,,,Education,TTC Aplication,,,,,,,,,,,,,,,
5/7/2014,-31.46,,,,Internet Bill,,,,,,,,,,,,,,,,
5/7/2014,-12.84,,,,Restaurant Meal,Sakura,,,,,,,,,,,,,,,
5/8/2014,-49.99,,,,Gas,Flat Rock,,,,,,,,,,,,,,,
5/8/2014,-20,,,,Parking,,,,,,,,,,,,,,,,
5/9/2014,-14.25,,,,Education,Trascritp for TTC,,,,,,,,,,,,,,,
5/12/2014,-36.2,,,,Groceries,Publix,,,,,,,,,,,,,,,
5/12/2014,-20,,,,Cash,,,,,,,,,,,,,,,,
5/12/2014,-338.63,,,,Car Repair,Two Continental Tires,,,,,,,,,,,,,,,
5/3/3014,-14.09,,,,Beer In N Out,,,,,,,,,,,,,,,,
5/5/2014,-13,,,,Fishing Lisence,,,,,,,,,,,,,,,,
5/7/2014,-18,,,,Haircut,Great Clips,,,,,,,,,,,,,,,
5/8/2014,-30,,,,Education,TTC Application,,,,,,,,,,,,,,,
5/9/2014,-96.32,,,,Present,Lilly for Mother's Day,,,,,,,,,,,,,,,
5/10/2014,-6.41,,,,Restaurant Meal,Bojangles,,,,,,,,,,,,,,,
5/13/2014,-27.63,,,,AT&T Phone Bill,,,,,,,,,,,,,,,,
5/14/2014,-338.63,,,,Car Repair,Pope Davis-Two new continental cross contact tires,,,,,,,,,,,,,,,
5/16/2014,1009.45,,,,Salary,,,,,,,,,,,,,,,,
5/19/2014,-35.58,,,,Bar,Paolo's Georgetown,,,,,,,,,,,,,,,
5/19/2014,-40.4,,,,Bar,Town Hall Georgetown,,,,,,,,,,,,,,,
5/19/2014,-12.44,,,,Taxi Cab,,,,,,,,,,,,,,,,
5/19/2014,-36,,,,Bar,George Washington,,,,,,,,,,,,,,,
5/19/2014,-12.88,,,,Restaurant Meal,Whole Foods,,,,,,,,,,,,,,,
5/19/2014,-44.4,,,,Gas,Bishopvlle coming from DC,,,,,,,,,,,,,,,
5/19/2014,-20,,,,Parking,,,,,,,,,,,,,,,,
5/20/2014,-10,,,,Parking,DC,,,,,,,,,,,,,,,
5/20/2014,-5.24,,,,Restaurant Meal,Subwa-coming back from DC,,,,,,,,,,,,,,,
5/20/2014,,,,158.47,Reimbursement,,,,,,,,,,,,,,,,
5/21/2014,-3.88,,,,Columbia News Stand,,,,,,,,,,,,,,,,
5.27/2014,-6,,,,Bar,Marina Variety Store,,,,,,,,,,,,,,,
5/27/2014,-8.72,,,,Restaurant Meal,Jimmy Johns,,,,,,,,,,,,,,,
5/27/2014,-2.7,,,,Beer,J&W's,,,,,,,,,,,,,,,
5/27/2914,-40,,,,Cash,,,,,,,,,,,,,,,,
5/14/2014,-32.59,,,,Wal-Mart,Inner-tubes,,,,,,,,,,,,,,,
5/14/2014,-6.47,,,,Drinks,Shell Oil-West Columbia,,,,,,,,,,,,,,,
5/15/2014,-3.67,,,,Groceries,Food Lion-West Columbia,,,,,,,,,,,,,,,
5/15/2014,-15.54,,,,Restaurant Meal,Southern Belly,,,,,,,,,,,,,,,
5/16/2014,-1.65,,,,Coffee,First Citizens,,,,,,,,,,,,,,,
5/16/2014,-17.22,,,,Groceries,Asian Market,,,,,,,,,,,,,,,
5/19/2014,-9.03,,,,Groceries,Good Stuff Eatery DC,,,,,,,,,,,,,,,
5/19/2014,-36.74,,,,Restaurant Meal,Mai Thai DC,,,,,,,,,,,,,,,
5/19/2014,-7.7,,,,Restaurant Meal,National Museum,,,,,,,,,,,,,,,
5/19/2014,-17.3,,,,Bar,Peal Dive DC,,,,,,,,,,,,,,,
5/19/2014,-11.1,,,,Bar,Kazanchis,,,,,,,,,,,,,,,
5/19/2014,-12.03,,,,Restaurant Meal,Whole Foods,,,,,,,,,,,,,,,
5/19/2014,-21.74,,,,Restaurant Meal,Ted's Bulltetin,,,,,,,,,,,,,,,
5/19/2014,-8.28,,,,Restaurant Meal,Alamo BBQ,,,,,,,,,,,,,,,
5/19/2014,-17,,,,Restaurant Meal,El Rey,,,,,,,,,,,,,,,
5/19/2014,-9.9,,,,Restaurant Meal,Waffle House,,,,,,,,,,,,,,,
5/19/2014,-44.17,,,,Present,Bottle of Bourbon for Hook,,,,,,,,,,,,,,,
5/19/2014,-4.5,,,,Bar,The Wig,,,,,,,,,,,,,,,
5/19/2014,-43.81,,,,Gas,Circle K,,,,,,,,,,,,,,,
5/22/2014,-9.62,,,,Restaurant Meal,Spice Junction,,,,,,,,,,,,,,,
5/23/2014,-14,,,,Haircut,Great Clips,,,,,,,,,,,,,,,
5/23/2014,-16.82,,,,Restaurant Meal,Pizza Man,,,,,,,,,,,,,,,
5/23/2014,-8.59,,,,Drinks,Gas Station,,,,,,,,,,,,,,,
5/24/2014,-6,,,,Beer,Holy City,,,,,,,,,,,,,,,
5/24/2014,-1.65,,,,Coffee,First Citizens,,,,,,,,,,,,,,,
5/262014,-5.06,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
5/26/2014,-11.33,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
5/26/2014,-14.99,,,,Beer,City Marina,,,,,,,,,,,,,,,
5/26/2014,-7.17,,,,Restaurant Meal,Jimmy Johns,,,,,,,,,,,,,,,
5/26/2014,-27.63,,,,AT&T Phone Bill,,,,,,,,,,,,,,,,
5/26/2014,-7.91,,,,Restaurant Meal,Roti Rolls,,,,,,,,,,,,,,,
5/27/2014,-23.34,,,,Groceries,Trader Joes,,,,,,,,,,,,,,,
5/27/2014,-5.06,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
5/27/2014,-7.15,,,,Hardware,True Value-JB Welder,,,,,,,,,,,,,,,
5/30/2014,1009.46,,,,Salary,,,,,,,,,,,,,,,,
5/28/2014,-5.04,,,,Drinks,Exxon Charleston,,,,,,,,,,,,,,,
5/31/2014,-22.05,,,,Groceries,Trader Joes,,,,,,,,,,,,,,,
5/30/2014,-12.73,,,,Restaurant Meal,Sakura,,,,,,,,,,,,,,,
5/30/2014,-16.39,,,,Bike,Spare Inner Tubes,,,,,,,,,,,,,,,
5/31/2014,-11.25,,,,Bar,Pealz,,,,,,,,,,,,,,,
06/01/2014,-5.71,,,,Beer,Publix,,,,,,,,,,,,,,,
06/01/2014,-11.25,,,,Bar,The Woody,,,,,,,,,,,,,,,
6/3/2014,8.01,,,,Restaurant Meal,Zaxby's,,,,,,,,,,,,,,,
6/4/2014,-37.25,,,,Groceries,Publix,,,,,,,,,,,,,,,
6/4/2014,-1.65,,,,Coffee,First Citizens,,,,,,,,,,,,,,,
6/4/2014,-18.95,,,,Restaurant Meal,Sakura,,,,,,,,,,,,,,,
6/5/2014,-3.88,,,,Snus,Columbia Newstand,,,,,,,,,,,,,,,
6/5/2014,-14,,,,Haircut,Great Clips,,,,,,,,,,,,,,,
6/5/2014,-12.4,,,,Restaurant Meal,Rosewood Deli,,,,,,,,,,,,,,,
6/6/2014,-1.93,,,,Coffee,First Citizens,,,,,,,,,,,,,,,
6/7/2014,-14,,,,Bar,Warehouse,,,,,,,,,,,,,,,
6/7/2014,-3.43,,,,Snus,,,,,,,,,,,,,,,,
6/6/2014,-12.65,,,,Restaurant Meal,SQ The ig Southern SMOk,,,,,,,,,,,,,,,
6/8/2014,-18.79,,,,Groceries,Trader Joes,,,,,,,,,,,,,,,
6/8/2014,-46.14,,,,Gasoline,Fuel Zone,,,,,,,,,,,,,,,
6/9/2014,-1.93,,,,Coffee,First Citizens,,,,,,,,,,,,,,,
6/9/2014,-27.62,,,,AT&T Phone Bill,,,,,,,,,,,,,,,,
6/9/2014,-3.45,,,,Snus,Shell on Assembly,,,,,,,,,,,,,,,
6/2/2014,-100,,,,Gift,Friends of Spencer,,,,,,,,,,,,,,,
6/4/2014,-40.59,,,,Electric Bill,,,,,,,,,,,,,,,,
6/4/2014,-875,,,,Rent,,,,,,,,,,,,,,,,
6/6/2014,-25.5,,,,Cash,,,,,,,,,,,,,,,,
6/9/2014,-44.5,,,,Concert,First Flush Tickets,,,,,,,,,,,,,,,
6/12/2014,-120,,,,Present,Father's Day Plants,,,,,,,,,,,,,,,
6/13/2014,40,,,,Reimbursemnt,Father's Day Presents,,,,,,,,,,,,,,,
6/16/2014,1009.45,,,,Salary,,,,,,,,,,,,,,,,
6/16/2014,,,,221.6,Reimbursement,Travel,,,,,,,,,,,,,,,
6/16/2014,40,,,,Reimbursement,Father's Day,,,,,,,,,,,,,,,
6/12/2014,-10.79,,,,Alchohol,Wine from Trader Joes,,,,,,,,,,,,,,,
6/12/2014,-3.87,,,,Bar,Cocky's Canteen,,,,,,,,,,,,,,,
6/13/2014,-1.65,,,,Coffee,First Citizens,,,,,,,,,,,,,,,
6/13/2014,-31.13,,,,Bar,World of Beer,,,,,,,,,,,,,,,
6/14/2014,-5.06,,,,Restaurant Meal,Harris Teeter,,,,,,,,,,,,,,,
6/14/2014,-3.42,,,,Snus,Kangaroo,,,,,,,,,,,,,,,
6/14/2014,-1.93,,,,Coffee,Starbucks,,,,,,,,,,,,,,,
6/14/2014,-39.73,,,,Car Repair,Speedee Oil Change,,,,,,,,,,,,,,,
6/14/2014,-6.14,,,,Restaurant Meal,Atlanta Bread,,,,,,,,,,,,,,,
6/14/2014,-47.75,,,,Gas,Shell,,,,,,,,,,,,,,,
6/16/2014,-23,,,,Bar,The Alley,,,,,,,,,,,,,,,
6/16/2014,-4.34,,,,Restaurant Meal,Church's Chicken,,,,,,,,,,,,,,,
6/19/2014,-14,,,,Haircut,Great Clips,,,,,,,,,,,,,,,
6/20/2014,-11.79,,,,Restaurant Meal,Barbecue in Manning,,,,,,,,,,,,,,,
6/21/2014,-33.23,,,,Beer,Morganellis,,,,,,,,,,,,,,,
6/23/2014,-2.28,,,,Restaurant Meal,McDonalds,,,,,,,,,,,,,,,
6/23/2014,-11.71,,,,Groceries,Trader Joes,,,,,,,,,,,,,,,
6/23/2014,-13.28,,,,Beer,Lowes,,,,,,,,,,,,,,,
6/24/2014,-4.49,,,,Drinks,Wilco gas station in georgetown,,,,,,,,,,,,,,,
6/23/2014,-11.96,,,,Restaurant Meal,Sakura,,,,,,,,,,,,,,,
6/24/2014,-8.81,,,,Restaurant Meal,Publix,,,,,,,,,,,,,,,
6/25/2014,-1.65,,,,Coffee,First Citizens,,,,,,,,,,,,,,,
6/18/2014,-4.53,,,,Groceries,Publix,,,,,,,,,,,,,,,
6/18/2014,-40,,,,Cash,Used for Beach weekend,,,,,,,,,,,,,,,
6/20/2014,,,,,Business License,,,,,,,,,,,,,,,,
6/26/2014,-5.32,,,,Groceries,Publix,,,,,,,,,,,,,,,
6/27/2014,-18.95,,,,Bar,Carolina Ale House,,,,,,,,,,,,,,,
6/27/2014,-1.65,,,,Coffee,First Citizens,,,,,,,,,,,,,,,
6/27/2014,-33.44,,,,Hardware,Lowes,,,,,,,,,,,,,,,
6/28/2014,-1.93,,,,Coffee,First Citizens,,,,,,,,,,,,,,,
6/27/2014,-1.65,,,,Coffee,First Citizens,,,,,,,,,,,,,,,
6/27/2014,-43.76,,,,Gas,Pantry Express,,,,,,,,,,,,,,,
6/30/2014,-27.62,,,,AT&T Phone Bill,,,,,,,,,,,,,,,,
6/30/2014,-62.92,,,,Internet Bill,,,,,,,,,,,,,,,,
6/30/2014,,,,,Reimbursemnt,For Company,,,,,,,,,,,,,,,
6/30/2014,-39.17,,,,Hardware,Home Depot,For Trellis,,,,,,,,,,,,,,
6/30/2014,-25.12,,,,Hardware,Tractor Supply,For Trellis,,,,,,,,,,,,,,
6/30/2014,-25.15,,,,Hardware,Home Depot,For Trellis,,,,,,,,,,,,,,
6/30/2014,-6.98,,,,Restaurant Meal,Publix,,,,,,,,,,,,,,,
6/30/2014,-43.37,,,,Gasoline,Shell,,,,,,,,,,,,,,,
6/30/2014,-206.33,,,,Hardware,Lowes,Tool Kit,,,,,,,,,,,,,,
6/30/2014,-164.6,,,,Hardware,Lowes,Tool Kit,,,,,,,,,,,,,,
6/30/2014,-18.93,,,,Groceries,Publix,,,,,,,,,,,,,,,
6/30/2014,-20,,,,Gasoline,Paul Fisher,,,,,,,,,,,,,,,
07/01/2014,1028.81,,,,Salary,,,,,,,,,,,,,,,,
07/03/2014,-35.48,,,,Electric Bill,,,,,,,,,,,,,,,,
07/03/2014,-875,,,,Rent,,,,,,,,,,,,,,,,
07/08/2014,-25,,,,Parking Ticket,Charleston,,,,,,,,,,,,,,,
7/10/2014,-40,,,,Parking,Columbia,,,,,,,,,,,,,,,
7/14/2014,-14.32,,,,Lowe's,Mom's Bookshelf,,,,,,,,,,,,,,,
7/14/2014,-6.62,,,,Restaurant Meal,Publix,,,,,,,,,,,,,,,
07/03/2014,-14.29,,,,Beer Supplies,Bottles,,,,,,,,,,,,,,,
07/03/2014,-62.92,,,,Internet Bill,,,,,,,,,,,,,,,,
07/04/2014,-2.13,,,,Dip,,,,,,,,,,,,,,,,
07/05/2014,-20,,,,Restaurant Meal,Hom,,,,,,,,,,,,,,,
07/05/2014,-9.4,,,,Restaurant Meal,Bertha's,,,,,,,,,,,,,,,
07/07/2014,-24.83,,,,Groceries,Trader Joes,,,,,,,,,,,,,,,
7/7/2014,-3.09,,,,Dip,,,,,,,,,,,,,,,,
7/8/2014,-14,,,,Haircut,Great Clips,,,,,,,,,,,,,,,
07/09/2014,-7.65,,,,Groceries,Publix,,,,,,,,,,,,,,,
7/10/2014,-161.22,,,,Car Repair,New tire Continental,,,,,,,,,,,,,,,
7/10/2014,-1.65,,,,Coffee,First Citizens,,,,,,,,,,,,,,,
7/11/2014,-14.04,,,,Groceries,Publix,,,,,,,,,,,,,,,
7/11/2014,-1.65,,,,Coffee,First Citizens,,,,,,,,,,,,,,,
7/12/2014,-1.65,,,,Coffee,First Citizens,,,,,,,,,,,,,,,
7/12/2014,-26.72,,,,Hardware,Lowe's,Plug Cutter,,,,,,,,,,,,,,
7/14/2014,-21.62,,,,Groceries,Trader Joes,,,,,,,,,,,,,,,
7/14/2014,-6.62,,,,Groceries,Publix,,,,,,,,,,,,,,,
7/14/2014,-46.76,,,,Gasoline,,,,,,,,,,,,,,,,
7/14/2014,-16.82,,,,AT&T Phone Bill,,,,,,,,,,,,,,,,
7/14/2014,-1.65,,,,Coffee,,,,,,,,,,,,,,,,
7/14/2014,-11.02,,,,Restaurant Meal,Sakura,,,,,,,,,,,,,,,
7/14/2014,-19.79,,,,Groceries,Publix,,,,,,,,,,,,,,,
7/18/2014,-11.76,,,,Groceries,Publix,,,,,,,,,,,,,,,
7/18/2014,-1.65,,,,Coffee,First Citizens,,,,,,,,,,,,,,,
7/18/2014,-7.1,,,,Bar,Wig,,,,,,,,,,,,,,,
7/19/2014,-27.62,,,,AT&T Phone Bill,,,,,,,,,,,,,,,,
7/19/2014,-1.65,,,,Coffee,First Citizens,,,,,,,,,,,,,,,
7/21/2014,-24,,,,Restaurant Meal,Xiao Bao,,,,,,,,,,,,,,,
7/21/2014,-8.13,,,,Beer,Kangaroo,,,,,,,,,,,,,,,
7/21/2014,-3.31,,,,Dip,shell Oil,,,,,,,,,,,,,,,
7/25/2014,-2.48,,,,Coffee,First Citizens,,,,,,,,,,,,,,,
7/26/2014,-146,,,,UPS,P.o Box,,,,,,,,,,,,,,,
7/28/2014,-3,,,,Bar,HOM,,,,,,,,,,,,,,,
7/28/2014,-8.4,,,,Bar,King Dusko,,,,,,,,,,,,,,,
7/28/2014,-14.4,,,,Restaurant Meal,Palace Hotel,,,,,,,,,,,,,,,
7/28/2014,-44.64,,,,Gasoline,Kangaroo,,,,,,,,,,,,,,,
7/28/2014,-75.93,,,,Hardware,Lowe's,,,,,,,,,,,,,,,
7/28/2014,-2.55,,,,Dip,Lil Cricket,,,,,,,,,,,,,,,
7/28/2014,-13.28,,,,Restaurant Meal,Dipratos,,,,,,,,,,,,,,,
7/28/2014,46.18,,,,Cash Rewards,Capitol One,,,,,,,,,,,,,,,
7/28/2014,-1.65,,,,Coffee,First Citizens,,,,,,,,,,,,,,,
7/28/2014,-1.65,,,,Coffee,First Citizens,,,,,,,,,,,,,,,
7/14/2014,-42.82,,,,Hardware,Lowe's,,,,,,,,,,,,,,,
7/16/2014,1028.8,,,,Salary,Department of Commerce,,,,,,,,,,,,,,,
7/21/2014,,,,,Paint,For Mom,,,,,,,,,,,,,,,
7/21/2014,-29.45,,,,Groceries,Trader Joes,,,,,,,,,,,,,,,
7/21//2014,-6.37,,,,Beer Supplies,Bet-Mar,,,,,,,,,,,,,,,
7/21/2014,,,,,Reimbursement,,,,,,,,,,,,,,,,
7/21/2014,480,,,,Self-Employed,Mom's Bookshelf,,,,,,,,,,,,,,,
7/22/2014,-14,,,,Haircut,Great Clips,,,,,,,,,,,,,,,
7/23/2014,-17.37,,,,Restaurant Meal,Leons,,,,,,,,,,,,,,,
7/23/2014,-1.93,,,,Coffee,First Citizens,,,,,,,,,,,,,,,
7/24/2014,-16.03,,,,Restaurant Meal,San Jose's,,,,,,,,,,,,,,,
7/25/2014,-5,,,,Bar,Tin Roof,,,,,,,,,,,,,,,
7/28/2014,-5,,,,Bar,Wig,,,,,,,,,,,,,,,
7/28/2014,-475,,,,Education,Realtor Class,,,,,,,,,,,,,,,
7/28/2014,-11.86,,,,Groceries,Publix,,,,,,,,,,,,,,,
7/28/2014,-25,,,,Parking Ticket,Charleston,,,,,,,,,,,,,,,
7/28/2014,-31.46,,,,Internet Bill,Time Warner,,,,,,,,,,,,,,,
7/31/2014,-10.7,,,,Bowling,Columbia,,,,,,,,,,,,,,,
7/31/2014,-7.48,,,,Beer,Bowling,,,,,,,,,,,,,,,
7/31/2014,-10.7,,,,Beer,Bowling,,,,,,,,,,,,,,,
7/31/2014,-8.47,,,,Groceries,Publix,,,,,,,,,,,,,,,
08/01/2014,1022.85,,,,Salary,Commerce,,,,,,,,,,,,,,,
08/04/2014,-45.99,,,,Gas,Kngaroo,,,,,,,,,,,,,,,
08/04/2014,-660.35,,,,Rent,Capitol Places,,,,,,,,,,,,,,,
08/04/2014,-9.9,,,,Bar,World of Beer,,,,,,,,,,,,,,,
8/4/2014,,,,,Brass Cleaning,Brass and Silver,1,,,,,,,,,,,,,,
8/2/2014,-1.01,,,,Drinks,,,,,,,,,,,,,,,,
8/2/2014,-27.21,,,,Restaurant Meal,Lee Lee's Hot Kitchen,,,,,,,,,,,,,,,
8/2/2014,,,,,Crown Moulding,Southern Lumber,1,,,,,,,,,,,,,,
8/2/2014,-27.62,,,,AT&T Phone Bill,,,,,,,,,,,,,,,,
8/2/2014,-14.32,,,,Restaurant Meal,Monterrey's Columbia,,,,,,,,,,,,,,,
8/4/2014,,,,,Hardware,,1,,,,,,,,,,,,,,
8/4/2014,-10.41,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
8/4/2014,-3.35,,,,Dip,Lil Cricket,,,,,,,,,,,,,,,
8/4/2014,,,,,Hardware,Lowe's,1,,,,,,,,,,,,,,
8/4/2014,-34.98,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
8/9/2014,-18,,,,Haircut,Great Clips,,,,,,,,,,,,,,,
8/9/2014,-30,,,,Gas,Carolina Express,,,,,,,,,,,,,,,
8/9/2014,-3.55,,,,Drinks,Lowe's,,,,,,,,,,,,,,,
8/11/2014,-20.84,,,,Books,Etaoyo,,,,,,,,,,,,,,,
8/11/2014,-7.68,,,,Restaurant Meal,Jersey Mikes,,,,,,,,,,,,,,,
8/11/2014,-12.13,,,,Restaurant Meal,East Bay Deli,,,,,,,,,,,,,,,
8/11/2014,-12.13,,,,Hardware,Lowe's/saw blade,1,,,,,,,,,,,,,,
8/11/2014,-7.91,,,,Restaurant Meal,Roti Rolls,,,,,,,,,,,,,,,
8/11/2014,-3.57,,,,Dip,Shell Oil,,,,,,,,,,,,,,,
8/11/2014,-7.63,,,,Bar,Stars,,,,,,,,,,,,,,,
8/9/2014,-6.63,,,,Restaurant Meal,,,,,,,,,,,,,,,,
8/11/2014,-3.34,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
